WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,wiki_url,event_order,Method_Cleaned,Card_Cleaned,Winner_Cleaned,Loser_Cleaned,Champion,Interim_Champion
Middleweight,Bevon Lewis,def,Dequan Townsend,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary Card (ESPN+),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,6,Unanimous Decision,Prelim,Bevon Lewis,Dequan Townsend,,
Featherweight,Arnold Allen,def,Nik Lentz,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Arnold_Allen_(fighter),https://en.wikipedia.org/wiki/Nik_Lentz,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,7,Unanimous Decision,Prelim,Arnold Allen,Nik Lentz,,
Women's Flyweight,Justine Kish,def,Lucie Pudilová,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Justine_Kish,https://en.wikipedia.org/wiki/Lucie_Pudilov%C3%A1,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,8,Unanimous Decision,Prelim,Justine Kish,Lucie Pudilová,,
Bantamweight,Montel Jackson,def,Felipe Colares,"Decision (unanimous) (30–26, 30–26, 30–25)",3,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Montel_Jackson,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,9,Unanimous Decision,Prelim,Montel Jackson,Felipe Colares,,
Women's Bantamweight,Sara McMann,def,Lina Länsberg,"Decision (unanimous) (30–27, 30–26, 30–25)",3,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Sara_McMann,https://en.wikipedia.org/wiki/Lina_L%C3%A4nsberg,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,10,Unanimous Decision,Prelim,Sara McMann,Lina Länsberg,,
Bantamweight,Brett Johns,def,Tony Gravely,Submission (rear-naked choke),3,2:53,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Brett_Johns,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,11,Sub,Prelim,Brett Johns,Tony Gravely,,
Featherweight,Herbert Burns,def,Nate Landwehr,KO (knee),1,2:43,,Preliminary Card (ESPN+),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,12,KO,Prelim,Herbert Burns,Nate Landwehr,,
Welterweight,Conor McGregor,def,Donald Cerrone,TKO (head kick and punches),1,0:40,,Main Card,https://en.wikipedia.org/wiki/Conor_McGregor,https://en.wikipedia.org/wiki/Donald_Cerrone,https://en.wikipedia.org/wiki/UFC_246,1,KO,Main Event,Conor McGregor,Donald Cerrone,,
Women's Bantamweight,Holly Holm,def,Raquel Pennington,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,,Main Card,https://en.wikipedia.org/wiki/Holly_Holm,https://en.wikipedia.org/wiki/Raquel_Pennington,https://en.wikipedia.org/wiki/UFC_246,2,Unanimous Decision,Main Event,Holly Holm,Raquel Pennington,,
Heavyweight,Aleksei Oleinik,def,Maurice Greene,Submission (armbar),2,4:38,,Main Card,https://en.wikipedia.org/wiki/Aleksei_Oleinik,https://en.wikipedia.org/wiki/Maurice_Greene_(fighter),https://en.wikipedia.org/wiki/UFC_246,3,Sub,Main Event,Aleksei Oleinik,Maurice Greene,,
Bantamweight,Brian Kelleher,def,Ode Osbourne,Submission (guillotine choke),1,2:49,,Main Card,https://en.wikipedia.org/wiki/Brian_Kelleher,,https://en.wikipedia.org/wiki/UFC_246,4,Sub,Main Event,Brian Kelleher,Ode Osbourne,,
Lightweight,Carlos Diego Ferreira,def,Anthony Pettis,Submission (rear-naked choke),2,1:46,,Main Card,https://en.wikipedia.org/wiki/Carlos_Diego_Ferreira,https://en.wikipedia.org/wiki/Anthony_Pettis,https://en.wikipedia.org/wiki/UFC_246,5,Sub,Main Event,Carlos Diego Ferreira,Anthony Pettis,,
Women's Flyweight,Roxanne Modafferi,def,Maycee Barber,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00,,Preliminary card (ESPN),https://en.wikipedia.org/wiki/Roxanne_Modafferi,https://en.wikipedia.org/wiki/Maycee_Barber,https://en.wikipedia.org/wiki/UFC_246,6,Unanimous Decision,Prelim,Roxanne Modafferi,Maycee Barber,,
Featherweight,Sodiq Yusuff,def,Andre Fili,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (ESPN),https://en.wikipedia.org/wiki/Sodiq_Yusuff,https://en.wikipedia.org/wiki/Andre_Fili,https://en.wikipedia.org/wiki/UFC_246,7,Unanimous Decision,Prelim,Sodiq Yusuff,Andre Fili,,
Flyweight,Askar Askarov,def,Tim Elliott,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,,Preliminary card (ESPN),,https://en.wikipedia.org/wiki/Tim_Elliott,https://en.wikipedia.org/wiki/UFC_246,8,Unanimous Decision,Prelim,Askar Askarov,Tim Elliott,,
Lightweight,Drew Dober,def,Nasrat Haqparast,TKO (punches),1,1:10,,Preliminary card (ESPN),https://en.wikipedia.org/wiki/Drew_Dober,https://en.wikipedia.org/wiki/Nasrat_Haqparast,https://en.wikipedia.org/wiki/UFC_246,9,KO,Prelim,Drew Dober,Nasrat Haqparast,,
Light Heavyweight,Aleksa Camur,def,Justin Ledet,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,,Early Preliminary card (UFC Fight Pass),,https://en.wikipedia.org/wiki/Justin_Ledet,https://en.wikipedia.org/wiki/UFC_246,10,Unanimous Decision,Prelim,Aleksa Camur,Justin Ledet,,
Women's Flyweight,Sabina Mazo,def,JJ Aldrich,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Early Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Sabina_Mazo,https://en.wikipedia.org/wiki/JJ_Aldrich,https://en.wikipedia.org/wiki/UFC_246,11,Split Decision,Prelim,Sabina Mazo,JJ Aldrich,,
Featherweight,Chan Sung Jung,def,Frankie Edgar,TKO (punches),1,3:18,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Chan_Sung_Jung,https://en.wikipedia.org/wiki/Frankie_Edgar,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,1,KO,Main Event,Chan Sung Jung,Frankie Edgar,,
Light Heavyweight,Volkan Oezdemir,def,Aleksandar Rakić,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Volkan_Oezdemir,https://en.wikipedia.org/wiki/Aleksandar_Raki%C4%87_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,2,Split Decision,Main Event,Volkan Oezdemir,Aleksandar Rakić,,
Featherweight,Charles Jourdain,def,Doo Ho Choi,TKO (punches),2,4:32,,Main Card (ESPN+),,https://en.wikipedia.org/wiki/Choi_Doo-ho,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,3,KO,Main Event,Charles Jourdain,Doo Ho Choi,,
Light Heavyweight,Da Un Jung,def,Mike Rodríguez,KO (punches),1,1:04,,Main Card (ESPN+),,https://en.wikipedia.org/wiki/Mike_Rodr%C3%ADguez_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,4,KO,Main Event,Da Un Jung,Mike Rodríguez,,
Middleweight,Jun Yong Park,def,Marc-André Barriault,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Main Card (ESPN+),,https://en.wikipedia.org/wiki/Marc-Andr%C3%A9_Barriault,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,5,Unanimous Decision,Main Event,Jun Yong Park,Marc-André Barriault,,
Bantamweight,Kyung Ho Kang,def,Liu Pingyuan,"Decision (split) (28–29, 29–28, 30–27)",3,5:00,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Kyung_Ho_Kang,https://en.wikipedia.org/wiki/Liu_Pingyuan,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,6,Split Decision,Main Event,Kyung Ho Kang,Liu Pingyuan,,
Heavyweight,Ciryl Gane,def,Tanner Boser,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Ciryl_Gane,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,7,Unanimous Decision,Prelim,Ciryl Gane,Tanner Boser,,
Featherweight,Seung Woo Choi,def,Suman Mokhtarian,"Decision (unanimous) (29–26, 29–26, 29–25)",3,5:00,Choi was deducted a point in round 1 due to repeatedly grabbing the fence.,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Seung_Woo_Choi_(fighter),,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,8,Unanimous Decision,Prelim,Seung Woo Choi,Suman Mokhtarian,,
Lightweight,Omar Morales,def,Dong Hyun Ma,"Decision (unanimous) (30–27, 30–26, 29–28)",3,5:00,,Preliminary Card (ESPN),,https://en.wikipedia.org/wiki/Dong_Hyun_Ma,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,9,Unanimous Decision,Prelim,Omar Morales,Dong Hyun Ma,,
Flyweight,Alexandre Pantoja,def,Matt Schnell,KO (punches),1,4:17,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Alexandre_Pantoja,https://en.wikipedia.org/wiki/Matt_Schnell_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,10,KO,Prelim,Alexandre Pantoja,Matt Schnell,,
Bantamweight,Raoni Barcelos,def,Said Nurmagomedov,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Raoni_Barcelos,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,11,Unanimous Decision,Prelim,Raoni Barcelos,Said Nurmagomedov,,
Womens's Strawweight,Amanda Lemos,def,Miranda Granger,Technical Submission (rear-naked choke),1,3:43,,Preliminary Card (ESPN),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,12,Sub,Prelim,Amanda Lemos,Miranda Granger,,
Bantamweight,Heili Alateng,def,Ryan Benoit,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN),,https://en.wikipedia.org/wiki/Ryan_Benoit,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._The_Korean_Zombie,13,Split Decision,Prelim,Heili Alateng,Ryan Benoit,,
Welterweight,Kamaru Usman (c),def,Colby Covington,TKO (punches),5,4:10,For the UFC Welterweight Championship.,Main Card,https://en.wikipedia.org/wiki/Kamaru_Usman,https://en.wikipedia.org/wiki/Colby_Covington,https://en.wikipedia.org/wiki/UFC_245,1,KO,Main Event,Kamaru Usman,Colby Covington,Kamaru Usman,
Featherweight,Alexander Volkanovski,def,Max Holloway (c),"Decision (unanimous) (48–47, 48–47, 50–45)",5,5:00,For the UFC Featherweight Championship.,Main Card,https://en.wikipedia.org/wiki/Alexander_Volkanovski,https://en.wikipedia.org/wiki/Max_Holloway,https://en.wikipedia.org/wiki/UFC_245,2,Unanimous Decision,Main Event,Alexander Volkanovski,Max Holloway,Max Holloway,
Women's Bantamweight,Amanda Nunes (c),def,Germaine de Randamie,"Decision (unanimous) (49–44, 49–46, 49–45)",5,5:00,For the UFC Women's Bantamweight Championship.,Main Card,https://en.wikipedia.org/wiki/Amanda_Nunes,https://en.wikipedia.org/wiki/Germaine_de_Randamie,https://en.wikipedia.org/wiki/UFC_245,3,Unanimous Decision,Main Event,Amanda Nunes,Germaine de Randamie,Amanda Nunes,
Bantamweight,Marlon Moraes,def,José Aldo,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Main Card,https://en.wikipedia.org/wiki/Marlon_Moraes,https://en.wikipedia.org/wiki/Jos%C3%A9_Aldo,https://en.wikipedia.org/wiki/UFC_245,4,Split Decision,Main Event,Marlon Moraes,José Aldo,,
Bantamweight,Petr Yan,def,Urijah Faber,KO (head kick),3,0:43,,Main Card,https://en.wikipedia.org/wiki/Petr_Yan,https://en.wikipedia.org/wiki/Urijah_Faber,https://en.wikipedia.org/wiki/UFC_245,5,KO,Main Event,Petr Yan,Urijah Faber,,
Welterweight,Geoff Neal,def,Mike Perry,TKO (head kick and punches),1,1:30,,Preliminary Card (ESPN2),https://en.wikipedia.org/wiki/Geoff_Neal,https://en.wikipedia.org/wiki/Mike_Perry_(fighter),https://en.wikipedia.org/wiki/UFC_245,6,KO,Prelim,Geoff Neal,Mike Perry,,
Women's Bantamweight,Irene Aldana,def,Ketlen Vieira,KO (punches),1,4:51,,Preliminary Card (ESPN2),https://en.wikipedia.org/wiki/Irene_Aldana,https://en.wikipedia.org/wiki/Ketlen_Vieira,https://en.wikipedia.org/wiki/UFC_245,7,KO,Prelim,Irene Aldana,Ketlen Vieira,,
Middleweight,Omari Akhmedov,def,Ian Heinisch,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN2),https://en.wikipedia.org/wiki/Omari_Akhmedov,https://en.wikipedia.org/wiki/Ian_Heinisch,https://en.wikipedia.org/wiki/UFC_245,8,Unanimous Decision,Prelim,Omari Akhmedov,Ian Heinisch,,
Welterweight,Matt Brown,def,Ben Saunders,KO (elbow and punches),2,4:55,,Preliminary Card (ESPN2),https://en.wikipedia.org/wiki/Matt_Brown_(fighter),https://en.wikipedia.org/wiki/Ben_Saunders_(fighter),https://en.wikipedia.org/wiki/UFC_245,9,KO,Prelim,Matt Brown,Ben Saunders,,
Featherweight,Chase Hooper,def,Daniel Teymur,TKO (elbows),1,4:34,,Early Preliminary card (UFC Fight Pass),,https://en.wikipedia.org/wiki/Daniel_Teymur,https://en.wikipedia.org/wiki/UFC_245,10,KO,Prelim,Chase Hooper,Daniel Teymur,,
Flyweight,Brandon Moreno,def,Kai Kara-France,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00,,Early Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Brandon_Moreno,https://en.wikipedia.org/wiki/Kai_Kara-France,https://en.wikipedia.org/wiki/UFC_245,11,Unanimous Decision,Prelim,Brandon Moreno,Kai Kara-France,,
Catchweight (131 lbs),Jessica Eye,def,Viviane Araújo,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Early Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Jessica_Eye,https://en.wikipedia.org/wiki/Viviane_Ara%C3%BAjo_(fighter),https://en.wikipedia.org/wiki/UFC_245,12,Unanimous Decision,Prelim,Jessica Eye,Viviane Araújo,,
Middleweight,Punahele Soriano,def,Oskar Piechota,KO (punch),1,3:17,,Early Preliminary card (UFC Fight Pass),,https://en.wikipedia.org/wiki/Oskar_Piechota,https://en.wikipedia.org/wiki/UFC_245,13,KO,Prelim,Punahele Soriano,Oskar Piechota,,
Heavyweight,Jairzinho Rozenstruik,def,Alistair Overeem,KO (punch),5,4:56,,Main Card (ESPN),https://en.wikipedia.org/wiki/Jairzinho_Rozenstruik,https://en.wikipedia.org/wiki/Alistair_Overeem,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,1,KO,Main Event,Jairzinho Rozenstruik,Alistair Overeem,,
Catchweight (120.5 lbs),Marina Rodriguez,vs,Cynthia Calvillo,"Draw (majority) (29–28, 28–28, 28–28)",3,5:00,,Main Card (ESPN),https://en.wikipedia.org/wiki/Marina_Rodriguez_(fighter),https://en.wikipedia.org/wiki/Cynthia_Calvillo,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,2,,Main Event,Marina Rodriguez,Cynthia Calvillo,,
Heavyweight,Ben Rothwell,def,Stefan Struve,TKO (punches),2,4:57,Rothwell was deducted a point in round 2 due to repeated groin strikes.,Main Card (ESPN),https://en.wikipedia.org/wiki/Ben_Rothwell,https://en.wikipedia.org/wiki/Stefan_Struve,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,3,KO,Main Event,Ben Rothwell,Stefan Struve,,
Women's Bantamweight,Aspen Ladd,def,Yana Kunitskaya,TKO (punches),3,0:33,,Main Card (ESPN),https://en.wikipedia.org/wiki/Aspen_Ladd,https://en.wikipedia.org/wiki/Yana_Kunitskaya,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,4,KO,Main Event,Aspen Ladd,Yana Kunitskaya,,
Bantamweight,Cody Stamann,vs,Song Yadong,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00,Yadong was deducted a point in round 1 due to an illegal knee.,Main Card (ESPN),https://en.wikipedia.org/wiki/Cody_Stamann,https://en.wikipedia.org/wiki/Song_Yadong,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,5,,Main Event,Cody Stamann,Song Yadong,,
Bantamweight,Rob Font,def,Ricky Simon,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Main Card (ESPN),https://en.wikipedia.org/wiki/Rob_Font,https://en.wikipedia.org/wiki/Ricky_Simon,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,6,Unanimous Decision,Main Event,Rob Font,Ricky Simon,,
Welterweight,Tim Means,def,Thiago Alves,Submission (guillotine choke),1,2:38,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Tim_Means,https://en.wikipedia.org/wiki/Thiago_Alves_(fighter),https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,7,Sub,Prelim,Tim Means,Thiago Alves,,
Featherweight,Billy Quarantillo,def,Jacob Kilburn,Submission (triangle choke),2,3:18,,Preliminary Card (ESPN),,,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,8,Sub,Prelim,Billy Quarantillo,Jacob Kilburn,,
Catchweight (148.5 lbs),Bryce Mitchell,def,Matt Sayles,Submission (Twister),1,4:20,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Bryce_Mitchell,,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,9,Sub,Prelim,Bryce Mitchell,Matt Sayles,,
Lightweight,Joe Solecki,def,Matt Wiman,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00,,Preliminary Card (ESPN),,https://en.wikipedia.org/wiki/Matt_Wiman,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,10,Unanimous Decision,Prelim,Joe Solecki,Matt Wiman,,
Women's Strawweight,Virna Jandiroba,def,Mallory Martin,Submission (rear-naked choke),2,1:16,,Early Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Virna_Jandiroba,https://en.wikipedia.org/wiki/Mallory_Martin,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,11,Sub,Prelim,Virna Jandiroba,Mallory Martin,,
Middleweight,Makhmud Muradov,def,Trevor Smith,KO (punch),3,4:09,,Early Preliminary Card (ESPN+),,https://en.wikipedia.org/wiki/Trevor_Smith_(fighter),https://en.wikipedia.org/wiki/UFC_on_ESPN:_Overeem_vs._Rozenstruik,12,KO,Prelim,Makhmud Muradov,Trevor Smith,,
Light Heavyweight,Jan Błachowicz,def,Ronaldo Souza,"Decision (split) (48–47, 47–48, 48–47)",5,5:00,,Fight Card (ESPN+),https://en.wikipedia.org/wiki/Jan_B%C5%82achowicz,https://en.wikipedia.org/wiki/Ronaldo_Souza,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,1,Split Decision,,Jan Błachowicz,Ronaldo Souza,,
Light Heavyweight,Maurício Rua,vs,Paul Craig,"Draw (split) (29–28, 28–29, 28–28)",3,5:00,,Fight Card (ESPN+),https://en.wikipedia.org/wiki/Maur%C3%ADcio_Rua,https://en.wikipedia.org/wiki/Paul_Craig_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,2,,,Maurício Rua,Paul Craig,,
Lightweight,Charles Oliveira,def,Jared Gordon,KO (punches),1,1:26,,Fight Card (ESPN+),https://en.wikipedia.org/wiki/Charles_Oliveira,https://en.wikipedia.org/wiki/Jared_Gordon,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,3,KO,,Charles Oliveira,Jared Gordon,,
Middleweight,Andre Muniz,def,Antonio Arroyo,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Fight Card (ESPN+),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,4,Unanimous Decision,,Andre Muniz,Antonio Arroyo,,
Middleweight,Wellington Turman,def,Markus Perez,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Fight Card (ESPN+),,https://en.wikipedia.org/wiki/Markus_Perez,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,5,Unanimous Decision,,Wellington Turman,Markus Perez,,
Welterweight,James Krause,def,Sérgio Moraes,KO (punches),3,4:19,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/James_Krause_(fighter),https://en.wikipedia.org/wiki/S%C3%A9rgio_Moraes,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,6,KO,Prelim,James Krause,Sérgio Moraes,,
Featherweight,Ricardo Ramos,def,Luiz Eduardo Garagorri,Submission (rear-naked choke),1,3:57,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Ricardo_Ramos_(fighter),,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,7,Sub,Prelim,Ricardo Ramos,Luiz Eduardo Garagorri,,
Lightweight,Francisco Trinaldo,def,Bobby Green,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Francisco_Trinaldo,https://en.wikipedia.org/wiki/Bobby_Green_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,8,Unanimous Decision,Prelim,Francisco Trinaldo,Bobby Green,,
Welterweight,Randy Brown,def,Warlley Alves,Submission (triangle choke),2,1:22,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Randy_Brown_(fighter),https://en.wikipedia.org/wiki/Warlley_Alves,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,9,Sub,Prelim,Randy Brown,Warlley Alves,,
Featherweight,Douglas Silva de Andrade,def,Renan Barão,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Douglas_Silva_de_Andrade,https://en.wikipedia.org/wiki/Renan_Bar%C3%A3o,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,10,Unanimous Decision,Prelim,Douglas Silva de Andrade,Renan Barão,,
Catchweight (130.5 Ibs),Ariane Lipski,def,Isabella de Pádua,"Decision (unanimous) (30–26, 30–26, 29–27)",3,5:00,de Pádua was deducted a point in round 2 due to an illegal upkick.,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Ariane_Lipski,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,11,Unanimous Decision,Prelim,Ariane Lipski,Isabella de Pádua,,
Women's Bantamweight,Tracy Cortez,def,Vanessa Melo,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Tracy_Cortez,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_B%C5%82achowicz_vs._Jacar%C3%A9,12,Unanimous Decision,Prelim,Tracy Cortez,Vanessa Melo,,
Featherweight,Zabit Magomedsharipov,def,Calvin Kattar,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Fight Card (ESPN+),https://en.wikipedia.org/wiki/Zabit_Magomedsharipov,https://en.wikipedia.org/wiki/Calvin_Kattar,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magomedsharipov_vs._Kattar,1,Unanimous Decision,,Zabit Magomedsharipov,Calvin Kattar,,
Heavyweight,Alexander Volkov,def,Greg Hardy,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Fight Card (ESPN+),https://en.wikipedia.org/wiki/Alexander_Volkov_(fighter),https://en.wikipedia.org/wiki/Greg_Hardy,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magomedsharipov_vs._Kattar,2,Unanimous Decision,,Alexander Volkov,Greg Hardy,,
